Forecast
5930.550935023162
5933.28171248151
5932.880717886884
5930.950528549559
5936.202244233706
5936.52159547524
5937.95416759257
5938.706149966811
5941.294203389916
5942.051875728498
5945.628870219387
5947.268173364491
5948.508629651408
5945.836718110501
5948.652962589616
5947.594355809529
5952.04789071772
5952.834465116404
5954.170488787169
5954.697201312612
5957.581174834134
5960.359502306302
5964.036325578823
5964.973407489728
5966.231570923235
5963.498626362767
5966.351164740333
5965.302417390961
5969.746933761327
5970.538784070946
