Forecast
6025.358614922762
5684.5526353764535
5206.0502974712845
5392.384350035787
4992.191958451271
4776.471388827562
4967.2095710521935
5503.328033583164
5391.026791037321
5627.64691159606
5146.339036422968
5122.625820645094
5074.668048878908
5394.642037956714
5664.6088364547495
5535.816998381615
4969.85077891469
5038.515325698257
5275.988333650232
5259.8484937781095
5271.245385710597
5086.180758754015
5615.471042404771
5054.103760409355
5213.028074527383
4767.352249766588
5449.6870550537105
4892.168433769942
4750.704436461925
4914.451450348496
