Forecast
5934.781
5953.3857
5982.312
6017.7935
6054.7705
6090.9487
6125.013
6156.212
6184.253
6209.1465
6231.092
6250.534
6267.9473
6283.8535
6298.672
6312.7983
6326.668
6340.543
6354.614
6368.9985
